Principal Component 1,Principal Component 2,Position
-474.42066239770395,-20.715644790612092,SG
-358.3447059152368,-65.9302269662374,PG
-400.3629582748393,-32.27413582379171,PG
-571.1963338417667,-28.096096489895537,SG
698.2808194968876,-79.26267695376714,SF
-371.42677431984,-40.69382823479213,SG
474.208113224926,-64.8327369595535,SF
-227.0167545186967,86.31529536555952,C
-542.7340947816662,-29.0906214455172,SG
499.6264657023995,-53.28244065579433,SG
525.6397277856933,-140.57568760827786,PF
1359.4291559403136,300.8711030528194,C
716.5964784608105,211.42699465051965,PF
-497.0655001907622,14.987284142734303,C
-467.3188729199486,-26.905433913892974,SG
-473.40323044285316,-26.179605048922333,SG
114.17206534106435,-174.44570854704966,PG
-482.5909269179293,-6.378778440155635,PF
-416.1894087705067,24.104732076478882,C
-417.4092712173036,21.536051561029943,PF
-343.010197873486,63.69313661849779,PF
-60.58798600344244,93.50816449648924,PF
258.0459330568617,165.38335664194074,C
-165.49879075282195,76.71636372283588,C
-171.95475574623515,62.40314233118988,C
221.2216659333127,166.96842052832284,PF
-189.95103538380016,-43.26383946780152,SG
-282.0672743072962,-34.90151361678593,SG
-503.38324975983204,-34.62619596223041,SF
-314.9763931862869,62.62854271040271,C
798.2277711984813,-141.04164800195474,SG
-564.6169928356877,-26.694365017454512,PG
-427.6367223362821,-35.136962811501604,SG
-8.82764839854974,49.320003266549975,SG
398.0676467303023,23.19039203230065,SG
24.840027889509656,13.753538504686482,SG
672.9049121760087,-160.728707690585,SG
-449.28616903990246,-47.33953412270759,PG
935.0685434015721,-235.79908558806432,SG
-122.62764244839434,102.44398150450608,PF
-542.4162732793311,-4.982032381055973,SF
1102.186860656247,124.8141498218816,PF
-398.23474636806196,2.9863167632706755,SF
336.3961533646021,24.25220319823515,SG
-113.83015003545643,-1.8985988952712596,SG
-145.27317514880235,-0.1131064112103708,SG
32.30170228242889,3.490976844966795,SF
-214.36386227034467,4.415205413366191,SF
-348.83391667634464,-27.18810088429674,SF
-588.3511070618471,-23.454210249290004,C
343.3007164420801,-3.7539627316354114,SF
730.0531377987105,312.7985162498567,C
-388.4995103210262,-52.14965413816434,PG
1501.371904866071,338.2527263535428,C
1069.0733589582628,-41.257086316225866,SF
-425.0378219690626,10.245247522899575,SF
281.83671687691526,88.08824700064454,PF
501.06885485703276,22.03413637534178,SF
-202.9458079140257,6.731368457827976,SF
108.51518117095566,-10.961096847566656,SF
1571.5126151263316,-330.07174462680155,PG
-156.75083236881318,109.88869255108999,C
-524.7639124646457,-0.33578433140071695,C
-227.48640724220945,83.96068936567389,C
-250.5786223693737,73.47942679171099,SF
244.5573317298862,-14.86643612681208,SG
376.0301039648334,-49.851325930261154,SG
1536.588575528458,-177.51858632646764,SF
201.09204512612382,-47.698995111595536,SG
421.88888877502654,44.311601170811855,PF
-165.3019764656014,87.77634670384036,PF
23.819395172191776,189.19420635839953,C
-305.38285812573525,78.4020339699538,C
922.4740566815698,-46.15458704865504,SF
-530.530622236596,-23.775429509682027,SG
1102.3383863673266,-168.16588196655925,SG
1.7021312027942486,-86.72672825871852,PG
-168.83808605810827,70.50918803263488,SF
29.801744275913848,-36.23621596560329,SG
-482.6245564785809,-29.23238073648192,PF
-83.0731791724852,-33.2677594992833,SG
775.8356505854234,-23.212639215549576,PF
474.81748047895746,-183.46878278147892,PG
-402.28712563522424,24.97044280971908,C
1088.2035541467048,-247.12577115039085,PG
1281.262351539141,213.52046998580659,C
-43.95350237560706,2.7359010179938323,SG
-362.8604035996164,23.893161889625134,PF
142.55650651100768,-100.4381114278648,SG
-140.6120767226273,-70.67236267739644,SG
-312.33089996277965,-56.02966953464272,SG
100.93674055808799,-45.04347507879443,SG
202.702407207914,236.99588847126148,C
471.3965835922942,163.34325209537388,PF
1038.7937780766856,-112.00182502667091,SF
-546.2280446298657,-24.038801928703464,SG
-33.57133479920935,-11.749715102740433,PG
-528.7405076565535,-22.223813515363865,PG
947.7121617403926,-299.77786542116235,SG
-574.27785699805,-24.826549178586685,PF
1083.127148822798,-21.67610128660101,SG
54.48617840600002,-35.57044272993094,SG
-241.4992033752207,9.659004580256088,PF
-422.63454569852536,-0.6992960098631436,SF
-563.562603809945,-20.81042436241757,SG
466.29883765343004,-59.79106203888973,SG
-561.0844546198327,-28.97064697309333,SF
341.43711171294274,-72.54911109367622,SG
79.43305727616371,-83.40972617724488,SG
-399.4381463079237,-34.586140652727515,SG
665.4619199759544,164.23616640226896,C
371.4750484514984,103.59986193414152,C
-301.5126108357432,34.37240328235677,C
264.23242068684215,-72.48424902714615,SG
-548.4786338930013,-24.124488147842477,PF
541.4289014359537,122.77439825689184,PF
204.8616253161298,-103.86107971089639,SG
-27.010595970604754,42.201828462236094,SF
-417.61551733914615,-21.61755337856006,SG
11.955422100705846,64.61319246102873,PF
-165.1538991762501,24.453187335351878,PF
-418.3901648163525,13.896135899180813,PF
-377.5955748614525,52.64219999077986,PF
-558.6530385756214,-9.81375411655872,PF
-414.4420203440268,36.192148622601785,PF
422.33585360348525,183.55502043369233,PF
255.2858159839741,145.58690212873,PF
208.39682046018083,204.5460609083844,C
-274.2420959262044,-94.27714812770608,PG
-568.2327548955861,-34.40847949320407,PG
-301.5088210147668,-86.13262055379312,PG
-66.10515169809833,89.99745339396618,SF
-26.410803952851325,143.59786297653403,PF
-579.7645067181376,-25.29594109118301,SG
-177.30654660215856,74.1323309861648,C
-403.11379640508494,-19.074812170951546,PF
-434.6015250159818,-21.202369584685286,PG
-522.5663310581614,-37.055321354271555,PG
-507.5346906359958,-10.410860092083949,PG
-108.70374193883833,81.67630920119173,PF
162.99455551125993,-5.688915457139451,SF
945.5518650490047,-302.1252222365911,PG
-86.5482552491456,69.3629930312409,PF
-196.26863511310876,55.29536921276808,PF
-485.7790950037389,-12.196273140220034,PF
-70.11203752760139,95.80563669840446,PF
-302.36519956500723,57.47178679451609,PF
-363.2463293026475,12.06997151884849,PF
81.0376152104269,101.0621888178455,SF
-539.6638319471585,-35.80448350345044,PG
-571.0601013185386,-22.66119606380853,SF
-577.5017419389904,-22.757171547376,SF
-242.8776145671212,110.30564482976733,C
316.8374068952256,-155.52415887463434,PG
872.7715009973514,116.47181325013283,C
-371.32794106276623,-1.6749598015626148,C
513.5556408713352,218.87335694923684,C
-575.8428261894786,-30.698373053144962,SG
261.7336982606779,155.95107762837347,PF
-411.2635377481135,40.909809731978115,C
225.81381552528399,70.42388339418088,SF
-168.51754199072332,-28.632787152008863,SG
-309.82200139217895,-35.70751063270819,SG
-454.195021502312,-19.189211652215413,SG
1278.09878138263,159.9866631482828,C
169.63709237899207,112.4140070483905,PF
-9.554242297903784,86.80884040000119,PF
-416.30814184233395,-0.6587316984996434,PF
1311.4067474811045,357.46696516388226,C
124.47812578857452,268.49001417932345,PF
-52.71208786780892,-44.932245251723565,SG
-86.72638773920283,34.60966514241426,SF
-272.32228715170385,70.85647486587953,PF
-343.8363356000247,18.764083279825876,SF
254.6004448013714,43.6188488154212,SF
-23.540734456804216,39.20841204550359,SF
-317.3582970866866,-21.853494998714627,SF
135.8968715045511,229.8920903242323,PF
-571.6101223518693,-17.520787966894332,SG
884.9206470216055,83.41072226404003,PF
-99.53635261313264,64.0695933487866,SG
139.00807240243262,64.98318153307805,PG
-505.2029405329331,-12.500182187206155,SG
-511.25917111474695,-13.16475439919701,SG
-330.5549067257997,44.31784762355879,PF
264.92224665581125,-133.32228078182652,PG
-433.6214536624925,48.27899719462917,C
-440.77218110877914,41.15887028136349,C
-588.3487872093912,-19.143738786371863,C
1677.3410317591765,-39.63050133049094,SF
412.90543153928877,182.68553736735555,PF
-570.4205422738873,-10.959864450879278,PF
-485.08817386005353,-16.23278713789533,SF
-50.49210983900457,-39.796605486396295,PG
-578.1222981350141,-28.291653030013055,SG
-54.047254030097974,-61.763329448344834,PG
-375.5532413853683,-51.45811261712244,PG
-550.6602717977171,-16.699277571434184,SG
-528.9878579296328,3.397960736858259,PF
-528.9878579296328,3.397960736858259,PF
-442.254785672342,-46.66643370141776,PG
146.54641124549346,-69.85173252885357,SG
-38.44723745197791,-70.6811971376749,SG
-410.50583039421053,-25.4344236778034,SG
712.8377679540407,-233.9944676398356,PG
367.4825617340266,-168.44614347655045,PG
-89.424923488748,34.75169603906176,SF
-433.5072264754383,-0.4399403129030226,SF
-251.4171799997368,8.927755564905453,SF
167.02150067126706,57.29854722334882,C
-10.61721858100475,62.903925293915094,SF
229.87375856137749,-101.04477493046929,SG
-32.07000168918603,-75.68280138770739,SG
-333.5557191400572,-51.6258639682808,SG
-31.26914786314694,33.64037155413567,SG
-575.9210513057643,-26.20772284561895,SG
-577.5938683336152,-28.87204015278888,SG
10.691093529205432,100.09357031800236,SF
-85.22124401990891,84.52151274341277,SF
466.57466176565947,120.61961971876833,PF
1366.7035694682704,1.2973920153925924,PG
-516.6555565249612,-0.1427857159770376,PF
-526.3250692289295,-5.644761941831881,PF
-585.8300006506985,-20.761873174438662,PF
32.377224962753075,-62.61315027361278,PG
-416.2042687222995,-13.2088126780406,SG
-416.5535849023936,47.61239228107158,C
-272.29636997825446,25.69912625040123,PF
-530.1021842521349,-13.110306929501967,PF
-337.69366973329915,12.545557712401504,PF
-585.5510055586958,-29.54530172651551,PG
-391.15543786512063,2.4057145985619997,PF
645.9285183146507,249.64695875434177,C
-2.77142617757454,-62.64884383187879,SG
-42.25055987464805,-103.81391226264722,PG
361.2591698704015,-113.13561686691642,PG
-499.7238209841297,-19.84803506148873,SG
-54.401593569187185,13.744415872351759,SG
-295.4855551773655,-22.59149471144133,PG
-125.8276264311022,-101.17883707891039,PG
-135.1226421906204,-100.66124154275055,PG
-586.2044970223235,-26.78133606685863,PG
-520.0191780570182,-7.699921237464899,SG
-517.5274764280621,-6.179946005142249,PF
-553.3639874442235,-14.742856412891987,PF
-559.6629714581888,-17.70108655086932,PF
-365.3499297849081,28.117700744671957,SF
581.8804282369116,-238.41724843225597,PG
-86.39940661846435,34.81801792236188,SF
-194.55761788110703,29.674378926396166,SF
-487.34127600489995,-21.120214214306074,SF
1343.686226434651,-227.252324890797,PG
-175.7133256084121,24.353129001214782,SG
698.8299247728454,369.0764885355875,C
-452.8312686296043,-37.4359327973675,SF
-459.84177903018633,-36.19991219330854,SF
-342.42277771175156,30.341458145207945,PF
-38.889243150797824,-83.6599180648578,PG
192.5872798079938,-49.81369136347852,SF
-591.4694072131331,-26.16375175612702,SG
264.5569928861695,191.3490598683283,PF
182.1541906347328,-47.989456434306106,SF
-58.3525291586011,-33.81434477741868,SG
-592.4315097525595,-23.193285239387567,PF
659.5993057678166,-76.77768929149286,SG
205.2886100429456,1.1925985234643228,PG
-373.6402102897484,30.579205005755618,SF
563.3733179259453,139.14892564042572,PF
-504.8307869164766,-20.222628360790324,SG
268.89678005150506,188.50861787139354,C
-576.5663222199885,-28.46630763986216,C
-222.15159940294268,72.80467912612403,C
-409.1335954785867,19.43525327779131,C
-408.51749336778937,27.105594211191104,PF
-207.05113150442276,-51.07093402591821,PG
-294.58110347385167,-44.80095136833633,PG
-507.9695146554951,-32.5338664844219,PG
599.2932631633402,-130.36895252666378,SG
299.0803718161428,-110.27639272368012,SG
-295.2865922350401,-46.3564319067403,SG
-344.6802132309057,2.176166197351858,SF
-556.4352540888576,-19.20741345229132,SF
-383.7444526663338,-4.880248857258348,SF
1178.8226447974416,118.14209638372385,PF
640.0036789443831,61.89046283477278,PF
-56.68051089672417,29.987737868006597,PF
230.1741178993908,-99.46198677889713,PG
-35.7291259503819,-147.54172094611403,PG
-119.34972233656254,-4.206065990348794,SF
-98.1881487204999,91.67573522053812,SF
1067.6042522748385,-352.8282476757306,PG
-384.34585480592665,16.326935351487535,SG
374.33169656566133,16.57790321740076,SF
-292.42769998834183,10.58104695718336,SF
71.25991428157863,-20.267035610777818,SF
54.82345953901972,-132.1872598594988,PG
-195.9305170755431,-88.68224807570101,PG
-344.7455027345609,-69.76890289176791,PG
6.5191107125993994,45.244256453856295,PF
-304.1388320357028,15.872298056107184,SF
-270.49541999433256,-35.84772354937944,SG
-471.3424214203042,-0.6902467548752256,SF
-584.512239788798,-21.521307325769826,PF
-274.0621396564124,-10.38176930931656,SG
-495.0023543659438,-14.022567179446568,SG
-374.5592787622069,-22.623024458262275,SG
69.08580081447747,-67.17865299751348,PG
-92.04377540782446,-60.87530362234738,PG
-434.36990713753306,-32.567234590479515,PG
-567.3903932158818,-17.86500669237173,PF
-544.4765200912911,-15.721605578285129,C
158.5429394118396,-61.054004998795065,SG
-352.48381155874733,0.7806488919458481,PG
-332.8714355410997,191.6242218222382,C
-370.1290416138793,165.53385805777958,C
-52.115887204531646,-147.73397161844446,PG
-563.6894844654793,-8.621496708416139,C
133.61119970988818,-64.22964509407865,SG
6.717082378451323,-2.693214525273884,PF
-560.6179401480441,-24.129202487420464,PG
-500.85432719486994,-33.00364670363236,PG
-38.294652496810045,-71.25332753223682,SG
-379.55120060559,-39.02068523007897,SG
-254.24293147583614,-58.49654212631652,SG
-39.16732664824292,-16.913650896117648,SG
-414.31086745027017,-36.65671686826249,SG
-220.35594566589936,-6.520795570060411,SG
-60.721100280355245,124.36453561533968,C
-207.92385590546866,37.39213904284404,SF
-448.9458612912355,2.358446361459258,SF
-486.7364440101792,-4.396286237212816,SF
-557.7089129671738,-19.509115285726743,SF
272.74952333020326,-110.68617112340729,SF
-7.502681254401523,-92.00984771013935,SF
-580.5062558778536,-28.465703788622825,SG
-330.24051586520324,-42.73838296324449,SG
-49.795972697243315,-1.4692321359303833,SF
552.084427018667,291.8421867902542,C
-96.47617209611354,137.32688743677278,C
-228.79267603770444,66.6174315796371,PF
-304.7674199155342,42.40765651289459,PF
-519.524745321357,-2.054092646023623,SF
-142.98998786456025,-74.07926038199139,PG
-548.0364752114737,-10.527941480562943,SF
-3.5786329547959213,132.44130979659423,C
941.8895652380849,-181.6632359434784,SG
-247.26795227859975,112.20711419898065,C
-552.2192992758454,-26.916370005670746,SG
-422.2726004236096,-25.053562036230492,SG
-516.3304200359609,-35.03029626158483,PG
525.4501471899999,116.67571280767591,PF
-529.6790230023461,-21.971852942650344,SG
-586.9488211638603,-25.645263295695667,PG
-431.9072402126186,-3.595249109402893,SF
-573.1003631351228,-22.586374587165775,PF
497.5464003889896,112.99849383380185,C
-310.16726694905697,38.33753495279554,C
184.5926228901419,269.0362706944942,PF
-62.110594060062795,15.033159283690381,SG
-505.4624893189091,-15.10659509259262,PF
-435.15704615304014,-28.568708879578615,PG
126.73951667476047,279.8735829171369,C
-573.5351395889187,-24.573384637064745,SF
450.98578687697307,15.520190346036415,SG
-150.96827832646397,145.24877596802708,C
927.0578820889069,734.4961608317993,C
-119.33149551172573,22.67781574454775,SF
-569.7209438304058,-28.47210579511112,SG
-346.53038592476344,79.04977401935717,SG
-22.5796809111597,-91.3814424442294,PG
-519.6002095879122,-12.73382306589072,SF
903.1205877720569,-61.926209861983345,SF
1667.985991993854,234.4776390024084,PF
152.00245974272025,9.276291674611137,PF
-440.57079379771915,-35.62308450601208,SG
-568.901383937455,-19.0390737802973,SG
-582.3150622754656,-20.110683064780517,SG
-582.0858122020204,-25.192268827295063,SG
5.04153359749796,221.32398919063888,C
-402.541125087099,-15.671188002235713,SG
356.4575413418886,-184.89718571394008,SG
71.96975262842341,-94.02653619412295,SG
11.67203319804355,-97.56969355009495,SG
-535.2017549152491,-22.720691143751147,SG
-13.821086848733671,171.16093998644033,C
-147.92352379695757,-8.912879316802755,SG
930.7934762336575,9.066996718999775,PG
-1.473643899077274,271.5952685299267,C
757.4533059417064,-41.31936935082766,PF
214.76851562068953,-21.93804625681033,PF
-52.81469265627459,-45.64520185784022,PF
-544.4662543702697,-34.811625065322275,PG
479.99535839150633,166.15147303180123,PF
380.0478888059745,-124.03465233687314,SG
575.4391043070533,-64.9312795949198,SF
1322.377977471619,-231.7861047500399,SG
431.3369696718938,-34.24324378936627,SF
-509.29721904525195,-32.65669171307916,PG
-429.32848676020365,-12.095384165141498,SG
-532.99782455531,-15.40100496011757,PG
-562.7133524880999,-21.450218465424797,PG
-565.7839575154084,-20.214598060092264,PG
-544.9940795624792,-8.12502011486028,PF
-576.0756990674837,-18.505828396785184,PF
417.79621263537945,0.7883939670836959,C
-563.5778864442075,-13.572408536586664,SF
-564.124792692238,-13.950215750482098,SF
-28.15425699567811,-73.62014067543237,SG
537.758899717823,-36.40870199846243,SG
115.14304176314101,-51.4309734054397,SF
-373.45636722477315,-36.34218098728817,SG
1172.9450777402885,-198.6966095405723,SG
-519.3443897948342,2.7008529490888478,PF
-345.5010545908128,-58.853400097190374,PG
344.7141071138558,-98.61357863386108,SF
740.27001065035,83.33508899239428,PF
-328.3895581629734,13.19753508960433,SF
-289.17488868366036,-32.60290931557754,SF
-300.09383183371864,24.09384191264735,C
-358.0817882050595,16.780669754649594,C
-537.5115206277404,-18.95069698437075,C
-589.057874608877,-26.16779113101618,SG
-544.1646284380793,-14.534296104368146,PF
599.0458418235859,-167.28502060320102,PG
623.1255018133082,456.89692651979425,C
-317.6431165017529,70.65873217293456,C
-177.63318660681438,3.999564603771347,SF
-372.56405827295,-2.5450863995696764,SF
-400.56861352122604,-19.71917851354521,SG
143.11982663546075,-39.315743458256286,PG
362.31405095412117,-87.96460639398376,SG
-226.54564729163377,92.52127193410044,C
203.89185437926335,-114.55664628441068,PG
224.25839649213583,-163.99130730554447,PG
-572.1404928692702,-22.954816607254,PF
1427.942162559832,-333.05654992263806,PG
-558.0663233892376,-22.689401176200214,SF
-417.4315844771304,-9.22821849052298,SG
-393.9240128099219,-2.4745563479366623,SG
-190.53945396815033,127.73291134792153,C
-257.05173683577215,-17.632476939163276,SF
65.91362620078735,34.02976562020437,SG
-104.7565268620873,132.66828762165892,SF
-294.5664555617368,81.62719413564179,SF
-405.68955894768504,24.777246826999395,SF
-472.6870838613264,-44.57421757258307,PG
-425.58516488186433,-0.21813312819027786,SG
666.5691187603812,115.82365781911518,PF
70.9257989300313,-54.305337138066946,SF
-538.3824773737381,-27.52304789480705,PF
330.65980718229855,-200.84355480925672,PG
-576.2777942764197,-28.242089962026473,SG
44.04046418419546,104.67224402719687,SG
-31.050888053180415,32.090003429387664,C
-521.9336810608218,-10.528860757345091,SG
318.05160040788496,-153.38177272077365,PG
-467.10973660805746,-1.6647785119621616,SG
-520.6350326491943,-6.537516573090372,SG
-436.1620905962617,-11.00007107589033,SF
1299.3381898541875,-291.03028007230955,SG
773.9801239250381,168.72300849655164,C
497.28828648607816,136.0944402871025,PF
202.64661078669133,142.88926377630258,PG
24.604394226354316,-48.38074115694859,PG
-574.9497639616909,-23.02112801014072,PG
-586.9251860223457,-28.744602506224812,PG
763.3565580545461,-282.2574799686283,PG
532.2858468593835,-161.17466058691633,PG
303.04350750247715,54.03387953707136,SG
475.829314080372,234.08095484814135,C
-524.8250891918271,-7.429653643908431,SF
-585.1449716283737,-25.335843391464305,SF
-535.1795888425361,-8.35753080958808,SF
-382.57003811935306,-52.08668010640986,PG
-435.167064982881,-42.294276597730715,PG
-542.9024492881101,-36.05627627817102,PG
-560.1185499324457,-24.95703414195903,PG
-535.2988845044554,-17.865773527288766,PG
783.902011133161,-184.79899802772616,SG
29.315333341245605,-97.91582463380941,PG
-203.9238880248165,-62.045290599250215,PG
-362.260258191439,-62.134425883906204,PG
147.8975653269082,243.6202538693542,C
349.3292099339624,-36.35642732743874,SF
-149.34222603059936,-91.51234243240138,SG
427.22726058084095,126.16788450969581,C
411.2785720050888,238.91786799887308,C
1062.922160360939,-209.3949941944644,SG
-452.6316876117604,3.601371017240737,PF
68.62051835348393,-7.465877619274327,SF
-176.47127133484787,-6.903986486384209,SF
-350.4076888970344,-26.825816295173915,SF
35.84656872794835,132.83312639791228,PF
390.89392890865247,71.36061376866921,PF
-386.8631757265913,30.107205979000724,SG
-370.389607831475,-58.59889797206158,PG
991.8257708138873,560.0086288432343,C
185.77661156550687,190.237462996236,C
241.79724417709485,-51.84482888185363,SG
-28.41009315618362,-37.51608216753871,SG
-325.2921509713794,-40.59258639286605,SG
-107.89018112388169,-11.195606837250844,PF
469.2503832171036,-100.45483167485281,SG
-25.38819408700249,379.2390446116889,C
-384.3636680808554,57.44764883229891,C
309.93588546627325,-116.67002768509609,PG
47.36236599337701,-107.90372905761652,PG
-332.92597124769685,-35.030115108172545,PG
7.54667170932828,-92.19827912006,PG
-208.25438432230573,-67.66347541486218,PG
-379.6984339397703,-50.79864427970287,PG
594.6669676895445,413.19140418067735,C
794.0566768755242,-196.1667727884045,PG
-547.5749437614588,-33.06813608762152,PG
746.1321358944521,-189.3625068018584,PG
647.1074703045484,-183.08669070372997,SG
246.96565971335383,141.34990684634556,PF
-40.169601531865396,72.70290196533057,PF
-308.364222055646,42.383130148860346,PF
437.56769716615975,-137.13810021005185,SF
119.41526844112184,-14.168239351158782,SF
332.1893141502992,-0.36367998371596855,PF
-141.212558761163,-58.12933383263261,PG
-58.906324777684404,-72.98498593451268,PG
122.01193750701498,-100.64248939414054,PG
-569.8418432203867,-22.876262066235174,SG
-12.153526831938734,-53.039199652826284,SG
592.4355758787307,-186.65117303937456,SG
-513.4541373744731,-10.645539270245683,PG
-560.5059848625881,-21.29516011078435,PG
-548.4476521875725,-15.614151209837006,PG
120.43118926439354,-78.60144450461297,PG
-123.97859380735133,-62.18116310902684,PG
-351.08969753301386,-42.684176400379236,PG
-583.7192989650509,-21.62847744338957,PF
-85.5253518108828,-16.280302685886685,SG
-574.0655264849665,-25.453522786623473,SG
1586.9022654348605,89.52117539081145,PF
-491.80725147276655,-20.401551738699883,SF
776.8744830564959,-169.76038532242387,PG
-31.687638137177714,166.87544125467468,C
-502.77412356470893,-3.023177053169711,PF
931.0781982499417,33.04318519418826,PF
308.8892043357457,350.9995604415894,C
-426.2766825466764,5.740269262666537,PF
-20.528260647507977,-70.57948147049106,SG
-146.7960818139921,154.00100988507575,C
-521.4947436073891,-10.063742772943591,SG
-406.2551654819075,-54.50864440427948,PG
-406.55601355127317,-55.37161532327539,PG
-505.2977587685775,-12.765869438294736,PF
-111.02124751984138,-121.49760439948317,PG
-92.27777529272015,-129.29763805224042,PG
-366.661940528154,-71.95758582025796,PG
-321.1153144425863,-83.60394152501244,PG
-490.13457729584354,-31.83271061286703,PG
377.9306194087527,-163.17511483342759,PG
-402.6943620792431,39.85754497882337,C
296.12782901504204,-199.34777900936564,PG
616.9625538329593,-195.06356956174704,SG
123.33751561941688,-13.62076806038985,SG
-473.10453656090704,20.18512398672096,SF
92.21063137183148,232.73641236478682,PF
-246.27270743326164,52.984606257526934,C
-551.7030859327756,-20.84244585193962,SG
-172.60045825339068,3.632945425442397,PF
-588.025243089975,-18.463588988316005,PF
231.005813306822,19.947789437877383,SF
-106.46518299335952,10.666305352988282,SF
-258.0284863113996,-16.98238954355739,SF
-402.78793489529664,10.605167607053076,C
-415.0758174020621,4.90722969509552,C
-556.4278031340014,-23.508109838701888,SF
67.73977097404747,191.94586459151446,C
-514.0015995107734,-9.430382221558435,SF
-589.9353603971545,-24.629281058840856,SF
-519.5657170072934,-11.065277921434125,SF
238.2882147348936,-180.17891641398717,SG
811.7012603802192,-148.86562362694397,PG
-298.3283015158877,-63.66305611619133,PG
-329.59608459291496,-55.37101211303606,PG
-564.2316977375746,-34.55588980924202,PG
-508.6517455587426,-15.811968563999354,SG
-34.04152535714479,38.442014372118265,SF
-247.74651753501945,28.700416440756314,SF
-381.79448646806816,-16.522272429821946,SF
1692.4917100468488,-386.43597682732286,SG
305.63371100366044,12.349726470836849,PF
-578.6692044002257,-28.669473314620724,SG
-485.5310086080958,-22.19581258858262,SF
-408.99173921835177,-8.20854472840568,PF
44.624640655047756,113.2796315164381,PF
82.33913722118007,186.12087093282514,C
-35.479801536118316,-105.73440432614017,PG
-470.94033278045197,-6.585500701899814,C
-412.29789787200787,-42.59850368373682,SG
-333.6671801658619,-42.88136898659571,PG
483.202368400796,28.464669448559448,SG
593.0878670053693,56.44466958873976,SF
289.4808038329669,-16.219041782761977,PF
493.92540072964823,-254.9471226511704,PG
-578.405071526684,-20.07125436258869,C
151.46557333236444,103.21696049946426,PF
504.84819603800486,-24.321163432090515,SG
-577.9593211535569,-31.474365410938333,PG
102.02554217456736,-149.24575569585141,PG
-273.47103389694365,-39.87491235670683,SG
779.4693875453485,-133.91493086998946,SG
-88.51035569924392,-42.15630107976847,SG
298.3807704300259,-18.748544229932246,SG
464.4541366509651,-83.67382606614814,SF
-179.94190765904108,14.588086815863306,SF
-336.66677229353377,1.9934044440281369,SF
-438.77461372294283,-13.669199770534401,SF
-375.337854287316,-29.142895824618897,PG
-583.987320853643,-19.433514007713057,PF
1003.0177296067185,219.19533721009208,C
-324.96772168153865,60.034064874062224,C
315.6025003422211,258.2327543057751,PF
206.65918699824692,252.52366646959985,C
-536.5235265903341,-18.080753250084733,SF
271.93947005586017,-219.35141656819945,PG
-489.6916149230591,-5.243216887041662,PF
-404.7297693925591,15.628756396836785,PF
-544.6770513827335,-8.68946220714447,PF
-111.80448151169219,86.2371244938202,PF
536.0526357193036,328.92566910510567,C
-424.2421095647768,26.401295846974456,PF
409.5282420539693,-79.60889104911598,SG
-265.75117160471746,63.582099953318206,C
563.0882410912076,-153.11948786242493,SG
206.25671144915975,-114.15022622787171,SG
-238.6679510477705,-65.23315588015313,SG
-560.974426599492,-34.78005849356188,SG
-482.04291478575027,23.06543568941546,PF
-559.8625170074502,-29.11387676424614,PG
-35.58634562877296,70.8715564147759,SG
-392.7350687551516,78.92829558593239,PF
481.86118072972533,32.37612270654882,SF
-535.603134417004,-44.139883956823766,PG
517.6729521216902,-76.62873174697137,SF
-308.710905845085,-55.204317017674356,PG
1048.5351484520857,-216.32319936089618,SG
-500.0885869987317,-0.4591953995590323,PF
878.4730316957877,197.05359713063467,C
-341.6711378033998,-1.7625992704799636,SF
343.3278039504529,-9.115764880259807,SG
-100.85155495184284,16.51168048751378,SF
41.233860026391994,128.8401541220349,PF
707.3541516494544,318.32474793971693,C
-571.9639135947389,-25.56456362641502,PG
1379.2099145631091,439.79200670122776,C
-441.4443783855405,-26.666576527286672,SF
-532.946785643461,-30.467825507709918,PG
-536.0148069438172,-33.53811637269394,PG
391.07614274991374,89.79518160063381,PF
426.48273665078307,63.31279834120936,SF
1219.445299219426,-347.4452299654081,PG
-369.66554554781516,63.255214169251786,PF
308.9216302515267,-70.73257384899472,SG
483.0254666956515,44.4063996529991,SG
1291.0404944950383,-115.47012570798279,SF
560.2058698453428,202.57385060432995,C
-270.11668009194767,96.21279534226089,C
1143.3683593110568,-118.80716516314817,SF
889.278043688127,-145.5687530935631,SG
-383.64452982777516,-50.737001307047095,PG
188.239206927733,-107.01425078067257,PG
530.646964515602,28.337898444188937,PF
115.85875848033015,117.92800339664957,SF
-457.2630013527779,22.513929010569974,SF
100.00302562212414,-48.61608261308858,SG
738.3939277717976,93.77139448036115,PF
823.576747067338,-132.71299056488027,PG
93.97096238346376,216.6350135976399,C
-570.6121102973606,-22.951694814539287,SF
901.8324051245373,-246.21365797115948,PG
1247.39058317923,134.17100915972327,C
285.55321273323364,91.37468165839591,SG
-254.51253094192322,49.10898410378739,PF
-219.04623667678658,-42.04330854134926,SG
96.49756922363599,219.82044318800814,C
-159.61242386350716,125.2269077288088,C
-339.38949385798264,68.32973612117998,C
538.942914667179,184.01179460988664,PF
1867.0322341147707,-170.29548893477408,PF
-586.6751877579862,-26.308198699067162,PG
82.7834715975489,19.186024817472187,PG
-558.4054124077998,-25.402705624561953,PG
1209.963493824227,-381.35637451061467,SG
-95.34102055534856,22.63635799155604,PF
-448.662710116197,20.910530514343463,C
-318.58266456491145,-5.937845604532985,SF
-354.93379283209356,-10.60807400746682,SF
4.116250609988356,-35.87365662452392,SG
